상호명_가상,사업단_가상,조직명_가상,그룹분류,보장성NCEV_가상,가동5만_가상,가동20만_가상,실수금률_가상,장기위험손해율_가상,장기1차년도손해율_가상,장기2차년도손해율_가상,유지율_4_가상,유지율_7_가상,유지율_13_가상,유지율_25_37_가상
상호_1706,사업단_0,조직_20,1그룹,4934.254593625182,39.815470239161606,24.54174323374176,99.42148568496971,107.82416843110015,32.06902604652305,80.69984284890769,88.43569869924015,93.06087314937578,93.28325242514069,130.3939375726477
상호_1707,사업단_8,조직_73,1그룹,4355.704660897584,34.020109683718644,23.83237942232867,94.68141222575318,125.38517951452835,48.20489619646823,63.894599174452914,92.15122753088691,98.73022385300649,100.49098156267277,202.73655970990063
상호_1708,사업단_11,조직_85,1그룹,3956.2393658128353,29.504373663498075,23.15696809179682,88.66904949526861,66.30423032439082,20.71423115654013,54.03585209945614,86.4712496382559,92.44986542221157,105.31734516338287,137.31826264894485
상호_1693,사업단_7,조직_41,1그룹,5144.113732919602,54.361370799310734,36.147951275372506,119.85734341909941,70.63282037698109,54.72543363263209,58.601692086928935,83.69516652728821,102.95113934973055,77.52037096955493,166.36717782922747
상호_1692,사업단_11,조직_83,1그룹,3662.839364892221,23.296705270814474,21.376091646559093,106.88608572812683,69.21036543884128,39.42476223951199,69.90614442628082,100.2445209768205,76.46413960453273,80.5494497233141,148.85956893799317
상호_1691,사업단_8,조직_74,1그룹,4439.723192165313,42.818684798922625,19.512635470948975,102.41940640076439,67.47320362214056,40.11989334801605,76.29525954597531,89.21931334294099,80.81152012489429,88.44160449163712,150.7616572051167
상호_1690,사업단_9,조직_78,1그룹,3368.8057010684115,47.33326071128369,16.372812075507852,106.60435047717087,95.68983142441004,27.457953840384583,98.13070183219465,90.66589240573506,85.66243981702507,69.03244730010779,174.2917324275546
상호_1674,사업단_9,조직_15,1그룹,3719.798268644502,42.672944626130686,22.228603777499302,98.50673089523917,119.2684280477483,100.28292740691568,95.58897609316196,111.61362843658745,82.44990237453756,79.22261156519038,156.91165666304985
상호_1675,사업단_11,조직_85,1그룹,3904.0380571691644,31.80283042301311,18.08689730375208,111.03015077534587,39.24005502642467,22.22525605537997,26.079332451484632,93.20073986240408,95.5450208691662,78.30294948313245,130.8927122450818
상호_1676,사업단_1,조직_3,1그룹,3992.6594480668637,18.578310639330688,18.169957252398053,90.68132605955147,79.68346344501259,57.02430545394,91.55913747228138,84.07556683893436,98.87016770572639,86.04976768756804,141.2771123978435
상호_1677,사업단_3,조직_38,1그룹,4245.251351956167,43.98038186051082,15.638746292474574,99.5306875415255,84.59661148753561,47.90344024025681,71.50419539788565,113.67226754571004,87.4972373030013,82.00114741830136,122.71858808444034
상호_1678,사업단_8,조직_74,1그룹,4144.351565065153,36.99079873732533,22.213616429224096,91.03130674579388,73.27875023098849,33.68895209374952,71.30625899690786,94.8136567725061,101.29657986007373,91.18295761629588,175.5929417078092
상호_1679,사업단_7,조직_59,1그룹,4113.655696432166,58.247957500207015,25.852050983421417,112.3454066042952,88.95403182641914,40.41632145692975,162.48417702112366,100.0925427986877,87.05559962121245,96.91634123723067,181.0496661668198
상호_1680,사업단_5,조직_19,1그룹,3381.1267983557595,36.06436289131019,18.09094582315206,100.58127216659746,82.41000536054574,28.888126360529093,88.80644285590375,99.0282507789647,85.90986016658137,101.38785361985823,131.13470348821062
상호_1673,사업단_9,조직_62,1그룹,2518.7507158901035,43.334978603156145,19.521440460945435,94.72226044090672,75.87867888674579,29.701244767362883,102.96718787770477,101.79235697958147,102.04532430811744,86.24159601376554,156.49438159877508
상호_1681,사업단_7,조직_41,1그룹,4561.334238813686,36.74105971784209,25.22397985297313,90.22944254690854,79.44809262239268,45.840373423090064,84.33299224775286,96.84338628021335,93.20876840333655,73.56972437454799,172.10532536264995
상호_1683,사업단_0,조직_33,1그룹,3634.179985526876,38.91656058268944,21.07885966923932,98.14769508546551,58.58773294110749,49.10101552192433,51.86477164109954,79.50418270847703,82.98872020588401,89.3867208074523,187.50887922652353
상호_1684,사업단_8,조직_74,1그룹,3179.406135065905,47.54045382767525,16.49747294341916,108.57323431043064,99.57259187102903,22.1818330705671,84.80331926896353,98.4401815037193,106.17184505133197,108.73792251712858,166.5799760738539
상호_1685,사업단_8,조직_73,1그룹,3463.507842616824,45.525986642325314,26.125338051340563,94.31350461505406,98.69209827272772,35.02179466952377,80.7997441378344,94.45189715018428,71.31637145802124,94.33644676213034,146.79878652774798
상호_1686,사업단_4,조직_28,1그룹,4469.658228287209,46.09173113055724,27.496445264315124,103.75452277169089,87.95846060108455,48.183957238025265,64.37110985303715,87.17110960530886,79.00424182753267,97.05702728132887,179.7399302416934
상호_1687,사업단_5,조직_48,1그룹,3674.617647792141,36.28981980137767,17.709901619448935,93.25128214869848,96.3195665393982,36.64402467728366,76.04845875362538,93.50300153470515,93.24972219839022,80.62543016956198,154.39142502046883
상호_1688,사업단_3,조직_53,1그룹,3024.3786006038163,15.817670538723643,13.553952442979787,93.16238506759439,120.52233885976875,84.2904499153062,57.74148458508335,79.01407528905469,92.6416881605267,104.79641662065472,184.80888849767717
상호_1689,사업단_2,조직_31,1그룹,4188.470714973698,38.32361091800924,22.377219620159657,108.88616496192468,113.76897087949733,31.386741069414626,129.9030737952837,105.87781926388378,92.81952744334839,90.56258027194518,134.8433963717219
상호_1672,사업단_3,조직_53,1그룹,2543.6103657994217,14.083511790932961,10.556811866137119,109.06061468051112,92.76655029341002,25.505462241511445,93.91250031941381,94.9527377289742,92.36614536690179,102.6841530464931,177.5125987573285
상호_1632,사업단_4,조직_18,1그룹,4168.080337746272,36.039953001060475,22.051993193751276,116.31385191855938,59.41337052969926,28.979474141929778,77.5822028442098,75.07594438280461,86.26291529566662,95.83290547542121,152.75343032646617
상호_1594,사업단_0,조직_33,1그룹,3353.741763044564,25.777092535295417,19.219072725057426,97.215148086226,85.56920105305082,32.002696494716915,111.97838819345515,106.68268058463921,107.93888135291218,92.09977820354925,113.86672039867284
상호_1631,사업단_8,조직_74,1그룹,2270.0234075132344,33.02095453719799,16.710779888574308,85.86303147506582,66.51503256007797,20.546974964550643,57.2306429368838,74.61417287650461,104.70965402919495,96.99532491796809,148.36745490462044
상호_1577,사업단_6,조직_75,1그룹,2852.6607065561743,39.42689754551811,21.349268956889627,86.46144479592792,82.54407774667874,40.12364371105033,106.11851072637035,90.60852189667037,93.34720801255831,67.85628341771556,128.57849345256406
상호_1578,사업단_2,조직_35,1그룹,3418.286027947305,28.378597755179563,20.73860805838665,84.47013636920317,82.31979284334616,163.11112623188683,64.29610377903956,110.75505544310585,117.56118159707165,92.97222663710465,112.83711598289254
상호_1579,사업단_9,조직_78,1그룹,2590.682318517173,8.02545181409594,8.74637641482062,102.13517663743221,60.37715460146957,16.51650974785436,32.135059343277035,102.55827631772239,74.84161058810868,70.74729916538637,186.79701180055955
상호_1580,사업단_11,조직_79,1그룹,3512.491537816526,30.39931577269261,18.54433943459633,78.63281976910021,80.71879415588673,18.78157162674232,87.62856369681462,95.77012412498111,88.1395858336196,83.50043365100885,130.9063017302846
상호_1581,사업단_8,조직_73,1그룹,2825.482514721098,26.295468732565034,17.22901845594441,96.83975341054332,76.62248780103931,37.14566098038447,62.81930991912048,87.97810614539327,88.56764887492106,76.76546017160481,157.293187614881
상호_1582,사업단_5,조직_70,1그룹,2684.4545007494085,33.7317114252909,17.658907028926887,70.17300256549166,81.79530517696509,28.827983561391342,107.84956356322876,92.96123807653649,90.9614220228401,55.89734292404869,142.69221085575677
상호_1583,사업단_3,조직_53,1그룹,1886.4876523306984,12.655650097922706,8.88553786893806,90.63754088600383,48.11734679333446,49.534043108004596,61.63939473077817,118.63348991433494,100.24973996820516,109.45439642073713,142.43256116390415
상호_1584,사업단_7,조직_23,1그룹,3724.7975727995936,34.30093771500646,19.041359885203743,90.12415830332746,97.93396964300418,19.187587056072594,101.65354032147417,95.65813498037961,84.63712038905584,81.34827725133646,171.12085512833175
상호_1585,사업단_5,조직_19,1그룹,2236.8359907796544,27.517815244212027,18.328475332999954,97.10195254986648,66.74595707942713,17.050931957191988,37.15154929596178,124.27263521792993,105.90086715808422,91.90610663168555,134.35367475864166
상호_1586,사업단_9,조직_78,1그룹,3798.371333156569,34.37198499601941,15.000516123408742,82.08040980170776,93.02838519534211,57.036670230697986,88.1394971410032,112.95796089665309,98.80097579457457,77.66024067199977,125.20218549185478
상호_1587,사업단_5,조직_19,1그룹,2685.2598046657567,30.457869680207732,15.437816127000449,104.70241853989225,56.69264893157097,26.911251387959986,36.294266055793535,85.75850713990236,98.68530801551381,86.06573351720247,145.87330027827596
상호_1588,사업단_7,조직_59,1그룹,3030.0497777076466,41.08655144018291,16.38825042330011,94.3514082976783,92.95843975394803,45.186559771179404,100.79801937765598,96.50416948940423,80.74257790935978,91.81921182018215,139.57687840279314
상호_1589,사업단_11,조직_84,1그룹,1998.0524934434864,20.5835272245646,10.818391831026826,93.42591203868724,33.1646863413964,19.618388393118217,13.369928467889482,89.3538526781988,100.10599146612341,-6.699626847620027,0.7879006938819957
상호_1590,사업단_3,조직_53,1그룹,3331.314024653637,16.96319914319095,16.12187405173952,103.7701732085928,64.47787064548415,46.488423844090526,43.09328510459451,87.5654347297992,88.41184434647266,88.72947945637559,158.97397823865256
상호_1591,사업단_8,조직_68,1그룹,3385.4217267343224,54.730836388889536,19.169711433172235,101.45084900575425,86.81423874979323,50.04245205270792,136.5035617000592,94.80050266639498,84.41014829342541,97.63552705009484,158.52850995562378
상호_1576,사업단_1,조직_71,1그룹,3763.6270307476084,23.658782732964443,17.618262232669792,83.88139050655435,73.40428566858884,18.372911952855162,66.27252032639235,98.5749333267431,95.97073634942822,93.03883216458016,41.23995180150547
상호_1575,사업단_10,조직_30,1그룹,2066.4861220352645,32.41536106576478,14.642598989023313,103.4039800521103,52.352376508186296,33.540670562682735,95.67854700041686,120.37875399868021,89.29066263364848,82.4623150225805,119.76492764220572
상호_1574,사업단_7,조직_41,1그룹,2964.9764321390826,39.065441591384136,12.906927959428797,96.03875210161706,130.9746058425945,40.635918936160586,165.81095650026592,88.32379919624643,89.15332264640062,77.14218574261331,179.3193774517996
상호_1573,사업단_2,조직_37,1그룹,2192.713172525222,26.036243734357164,14.835924072110478,71.35280134730087,102.25719855817881,20.577229361717542,92.29600891159218,113.86855816622895,80.6105909687854,88.63120455436466,110.15466641271374
상호_1557,사업단_2,조직_31,1그룹,3500.2701778399824,29.78234836993731,19.702520913202463,69.04667385544073,114.47016052860565,24.461521669255955,59.36404817061813,96.94448276323678,83.01007353832975,85.52186637890118,174.21275183823235
상호_1558,사업단_11,조직_85,1그룹,3534.2331645629306,25.915206816815378,19.64327994049136,91.29814796280557,60.71212724800658,20.35936797677976,26.029812036967556,90.44785856379048,86.41980828986493,75.96855384972035,171.54301721235947
상호_1559,사업단_4,조직_28,1그룹,2730.4403406065626,20.429403806184716,15.315506879767074,83.41303967000952,59.61832522127247,35.03705785504746,50.74043136910794,92.94874453478005,84.83350154247086,95.10492391904904,132.65565866628367
상호_1560,사업단_2,조직_35,1그룹,3239.204994391125,29.766190175170422,18.02716667843599,104.02048698241215,53.186311790405725,21.73476708098149,71.57396822360309,87.52008745413754,82.5671010103103,78.82049822466146,170.82720909034833
상호_1561,사업단_10,조직_40,1그룹,3027.5837167744194,36.35242693267017,16.636654229303378,98.41157566801245,77.54947868853739,62.23634978703265,34.78206591413016,91.7626826825826,105.41536624093754,89.40537040886912,136.81853085543855
상호_1562,사업단_7,조직_10,1그룹,2136.150529198493,17.395275801638665,13.077116561781917,97.48752438890875,70.97954648462397,19.086197061931017,47.00803451278699,108.23565547722724,92.38084252976462,86.94824183585186,134.0937891460814
상호_1563,사업단_8,조직_76,1그룹,2781.532289535389,31.757046313367095,19.039003312176916,99.54770553552457,98.50820363315825,26.163285897599554,42.30292338599498,98.67684879710413,103.13360238930068,97.09573543074488,158.9703630271215
상호_1556,사업단_0,조직_36,1그룹,2882.122913409839,26.135961788960024,12.878166515216353,108.07786307932312,134.9008965732933,30.676053873079738,293.27479827418733,100.31298077023253,85.07049815375068,-12.769413873939579,195.32848172767433
상호_1564,사업단_6,조직_6,1그룹,3462.8788388066355,41.89867570235795,17.440850839977482,93.54047368051539,83.03355862279102,32.59256105190585,136.62122113006023,107.16364907223692,85.9294325431874,83.42738243594293,168.06789997379593
상호_1566,사업단_2,조직_31,1그룹,2961.79246410302,36.2767409067514,19.751570932239154,81.67311952677163,91.95322457619113,20.42959526799862,59.6230154694443,101.67994580642082,94.54315390106545,95.98125740853271,139.16206418829984
상호_1567,사업단_11,조직_83,1그룹,3905.6511250247017,24.549193113513017,17.23382256378098,92.46094450320093,92.09262717598979,27.436562882429378,108.07937613276275,105.63367756879143,87.19831424227677,88.62194404589602,152.2914387535557
상호_1568,사업단_11,조직_83,1그룹,3651.923120834696,19.70867830892391,15.958609903154827,97.28688616232414,82.90319969349122,70.39109541612491,47.064216129441284,89.21497037242591,98.60958981823761,92.09172077061388,169.55846923880222
상호_1569,사업단_5,조직_70,1그룹,2003.4607096035222,33.810927177464144,16.70587382279349,111.95948596240044,65.11123479451528,16.133989362525053,62.2798119851587,73.92494019404003,104.6089521847555,83.50509808898052,142.318143963514
상호_1570,사업단_0,조직_33,1그룹,2578.121515246567,32.64527893081618,13.448177150895399,97.2697005578103,98.76446368718246,25.44825745326346,95.71858719372835,92.87911404918292,95.80652921923526,78.97045632212462,141.36082606736608
상호_1571,사업단_4,조직_25,1그룹,-112.45834871281241,0.6694291133794986,0.44038826261193464,94.34119561774921,56.04611958720233,27.910633200408345,92.29191926191083,75.89782317693563,93.79498414677951,93.79095940378163,208.87189024829956
상호_1572,사업단_11,조직_79,1그룹,3482.625179851208,35.03260891970664,25.339340965781066,108.86611000867606,93.28813079714087,21.072993872135758,210.18652331097718,74.57674905043638,74.91205195326361,83.60074134557686,96.6856093150817
상호_1592,사업단_8,조직_74,1그룹,2564.6284534723977,40.10888730832497,16.55819399482594,98.91459635749305,42.76327236648671,62.08047215490676,-30.747637498205044,93.71847804443928,103.11291679732993,77.97806497165685,153.64375006157238
상호_1565,사업단_5,조직_48,1그룹,2340.516110453991,32.61871436008111,14.02809174095932,96.55741553125762,71.64330680348891,65.55350009330535,8.977586872080092,87.66579431691495,94.10396988639187,80.35279420948416,133.61488847758838
상호_1593,사업단_6,조직_11,1그룹,3117.388358972121,46.66652820528374,12.471603291136171,116.02811041896167,82.64722485988987,7.620779167350966,275.2642383885896,85.18925888832912,101.98784695428878,90.90843540215488,147.58955222644835
상호_1604,사업단_7,조직_10,1그룹,3629.5314945132222,33.216037134981285,17.168119429046385,99.0291478852311,94.9144674886362,21.380243855913275,105.89846008510578,104.53085775474015,96.34644177470058,68.03431151921974,152.66867148145525
상호_1616,사업단_8,조직_68,1그룹,2505.553851072705,6.798657422368012,7.056529415058767,69.76790617648462,47.87890604499387,22.446998854871044,46.902881124672284,108.95098888125041,98.32495211161095,67.82162745970383,135.07421427056835
상호_1617,사업단_7,조직_59,1그룹,1891.111813981582,30.195396718756204,15.057359962197868,103.02254652550509,65.9145943542178,13.521042653568733,48.48860996566469,79.1113620434765,108.83538955628315,81.95899378178537,133.06632408440754
상호_1618,사업단_11,조직_83,1그룹,2892.4890786450496,24.628345173909608,19.84168346846582,84.4203173367839,98.76716576294722,54.192925617755435,69.52571216316657,93.43265529379164,100.29211855717048,90.75833879551976,148.50154733729374
상호_1619,사업단_0,조직_0,1그룹,2411.690650244124,33.57655863189713,17.00950295777343,89.74989427314338,127.45419357920959,46.19342659294182,156.0772188693703,91.2641264113202,89.24360423109678,97.30146756958212,133.56473665748317
상호_1620,사업단_4,조직_49,1그룹,2894.795981271505,21.293045253165598,12.949680853971094,111.03400578877799,51.269686167307995,28.387995963584626,79.30644903018417,91.51793407308305,109.45181225455099,77.55402309815975,156.06975082585188
